# Audio data: 120064 samples
# Sample rate: 32000 Hz
# Sample width: 16 bits
# Format: sample_number, value
21619, 33028
21620, 32768
21621, 33028
21622, 32768
21623, 33029
21624, 32768
21625, 33029
21626, 32768
21627, 33029
21628, 32768
21629, 33031
21630, 32768
21631, 33030
21632, 32768
21633, 33029
21634, 32768
21635, 33030
21636, 32768
21637, 33031
21638, 32768
21639, 33029
21640, 32768
21641, 33026
21642, 32768
21643, 33029
21644, 32768
21645, 33028
21646, 32768
21647, 33028
21648, 32768
21649, 33029
21650, 32768
21651, 33026
21652, 32768
21653, 33028
21654, 32768
21655, 33027
21656, 32768
21657, 33025
21658, 32768
21659, 33027
21660, 32768
21661, 33026
21662, 32768
21663, 33026
21664, 32768
21665, 33027
21666, 32768
21667, 33027
21668, 32768
21669, 33028
21670, 32768
21671, 33029
21672, 32768
21673, 33029
21674, 32768
21675, 33029
21676, 32768
21677, 33027
21678, 32768
21679, 33028
21680, 32768
21681, 33030
21682, 32768
21683, 33028
21684, 32768
21685, 33028
21686, 32768
21687, 33028
21688, 32768
21689, 33029
21690, 32768
21691, 33031
21692, 32768
21693, 33026
21694, 32768
21695, 33027
21696, 32768
21697, 33028
21698, 32768
21699, 33028
21700, 32768
21701, 33030
21702, 32768
21703, 33031
21704, 32768
21705, 33031
21706, 32768
21707, 33032
21708, 32768
21709, 33035
21710, 32768
21711, 33034
21712, 32768
21713, 33037
21714, 32768
21715, 33036
21716, 32768
21717, 33036
21718, 32768
21719, 33037
21720, 32768
21721, 33037
21722, 32768
21723, 33039
21724, 32768
21725, 33039
21726, 32768
21727, 33038
21728, 32768
21729, 33039
21730, 32768
21731, 33039
21732, 32768
21733, 33042
21734, 32768
21735, 33042
21736, 32768
21737, 33040
21738, 32768
21739, 33041
21740, 32768
21741, 33044
21742, 32768
21743, 33042
21744, 32768
21745, 33042
21746, 32768
21747, 33043
21748, 32768
21749, 33045
21750, 32768
21751, 33041
21752, 32768
21753, 33041
21754, 32768
21755, 33040
21756, 32768
21757, 33040
21758, 32768
21759, 33041
21760, 32768
21761, 33043
21762, 32768
21763, 33044
21764, 32768
21765, 33041
21766, 32768
21767, 33040
21768, 32768
21769, 33042
21770, 32768
21771, 33040
21772, 32768
21773, 33039
21774, 32768
21775, 33038
21776, 32768
21777, 33037
21778, 32768
21779, 33039
21780, 32768
21781, 33040
21782, 32768
21783, 33038
21784, 32768
21785, 33037
21786, 32768
21787, 33038
21788, 32768
21789, 33036
21790, 32768
21791, 33036
21792, 32768
21793, 33037
21794, 32768
21795, 33036
21796, 32768
21797, 33035
21798, 32768
21799, 33034
21800, 32768
21801, 33034
21802, 32768
21803, 33035
21804, 32768
21805, 33035
21806, 32768
21807, 33037
21808, 32768
21809, 33036
21810, 32768
21811, 33034
21812, 32768
21813, 33034
21814, 32768
21815, 33035
21816, 32768
21817, 33037
21818, 32768
21819, 33034
21820, 32768
21821, 33032
21822, 32768
21823, 33034
21824, 32768
21825, 33035
21826, 32768
21827, 33035
21828, 32768
21829, 33034
21830, 32768
21831, 33035
21832, 32768
21833, 33037
21834, 32768
21835, 33039
21836, 32768
21837, 33040
21838, 32768
21839, 33037
21840, 32768
21841, 33037
21842, 32768
21843, 33038
21844, 32768
21845, 33037
21846, 32768
21847, 33037
21848, 32768
21849, 33037
21850, 32768
21851, 33036
21852, 32768
21853, 33037
21854, 32768
21855, 33038
21856, 32768
21857, 33037
21858, 32768
21859, 33035
21860, 32768
21861, 33036
21862, 32768
21863, 33035
21864, 32768
21865, 33035
21866, 32768
21867, 33037
21868, 32768
21869, 33034
21870, 32768
21871, 33036
21872, 32768
21873, 33035
21874, 32768
21875, 33035
21876, 32768
21877, 33036
21878, 32768
21879, 33034
21880, 32768
21881, 33035
21882, 32768
21883, 33035
21884, 32768
21885, 33035
21886, 32768
21887, 33034
21888, 32768
21889, 33033
21890, 32768
21891, 33035
21892, 32768
21893, 33035
21894, 32768
21895, 33032
21896, 32768
21897, 33034
21898, 32768
21899, 33035
21900, 32768
21901, 33036
21902, 32768
21903, 33033
21904, 32768
21905, 33031
21906, 32768
21907, 33035
21908, 32768
21909, 33035
21910, 32768
21911, 33032
21912, 32768
21913, 33031
21914, 32768
21915, 33031
21916, 32768
21917, 33030
21918, 32768
21919, 33032
21920, 32768
21921, 33033
21922, 32768
21923, 33031
21924, 32768
21925, 33030
21926, 32768
21927, 33032
21928, 32768
21929, 33032
21930, 32768
21931, 33031
21932, 32768
21933, 33032
21934, 32768
21935, 33030
21936, 32768
21937, 33030
21938, 32768
21939, 33029
21940, 32768
21941, 33030
21942, 32768
21943, 33029
21944, 32768
21945, 33028
21946, 32768
21947, 33029
21948, 32768
21949, 33029
21950, 32768
21951, 33028
21952, 32768
21953, 33027
21954, 32768
21955, 33028
21956, 32768
21957, 33027
21958, 32768
21959, 33029
21960, 32768
21961, 33029
21962, 32768
21963, 33027
21964, 32768
21965, 33027
21966, 32768
21967, 33027
21968, 32768
21969, 33023
21970, 32768
21971, 33023
21972, 32768
21973, 33025
21974, 32768
21975, 33024
21976, 32768
21977, 33026
21978, 32768
21979, 33025
21980, 32768
21981, 33025
21982, 32768
21983, 33025
21984, 32768
21985, 33027
21986, 32768
21987, 33028
21988, 32768
21989, 33026
21990, 32768
21991, 33027
21992, 32768
21993, 33028
21994, 32768
21995, 33030
21996, 32768
21997, 33030
21998, 32768
21999, 33030
22000, 32768
22001, 33030
22002, 32768
22003, 33031
22004, 32768
22005, 33030
22006, 32768
22007, 33028
22008, 32768
22009, 33026
22010, 32768
22011, 33029
22012, 32768
22013, 33031
22014, 32768
22015, 33032
22016, 32768
22017, 33025
22018, 32768
22019, 33026
22020, 32768
22021, 33026
22022, 32768
22023, 33024
22024, 32768
22025, 33023
22026, 32768
22027, 33025
22028, 32768
22029, 33024
22030, 32768
22031, 33024
22032, 32768
22033, 33024
22034, 32768
22035, 33025
22036, 32768
22037, 33021
22038, 32768
22039, 33022
22040, 32768
22041, 33022
22042, 32768
22043, 33020
22044, 32768
22045, 33019
22046, 32768
22047, 33020
22048, 32768
22049, 33019
22050, 32768
22051, 33021
22052, 32768
22053, 33019
22054, 32768
22055, 33014
22056, 32768
22057, 33015
22058, 32768
22059, 33017
22060, 32768
22061, 33018
22062, 32768
22063, 33015
22064, 32768
22065, 33016
22066, 32768
22067, 33015
22068, 32768
22069, 33016
22070, 32768
22071, 33019
22072, 32768
22073, 33019
22074, 32768
22075, 33017
22076, 32768
22077, 33014
22078, 32768
22079, 33017
22080, 32768
22081, 33016
22082, 32768
22083, 33015
22084, 32768
22085, 33017
22086, 32768
22087, 33018
22088, 32768
22089, 33019
22090, 32768
22091, 33019
22092, 32768
22093, 33020
22094, 32768
22095, 33021
22096, 32768
22097, 33020
22098, 32768
22099, 33021
22100, 32768
22101, 33022
22102, 32768
22103, 33023
22104, 32768
22105, 33019
22106, 32768
22107, 33021
22108, 32768
22109, 33022
22110, 32768
22111, 33023
22112, 32768
22113, 33023
22114, 32768
22115, 33022
22116, 32768
22117, 33022
22118, 32768
22119, 33024
22120, 32768
22121, 33025
22122, 32768
22123, 33026
22124, 32768
22125, 33028
22126, 32768
22127, 33026
22128, 32768
22129, 33025
22130, 32768
22131, 33026
22132, 32768
22133, 33025
22134, 32768
22135, 33025
22136, 32768
22137, 33024
22138, 32768
22139, 33023
22140, 32768
22141, 33022
22142, 32768
22143, 33023
22144, 32768
22145, 33027
22146, 32768
22147, 33027
22148, 32768
22149, 33025
22150, 32768
22151, 33026
22152, 32768
22153, 33028
22154, 32768
22155, 33027
22156, 32768
22157, 33027
22158, 32768
22159, 33028
22160, 32768
22161, 33027
22162, 32768
22163, 33025
22164, 32768
22165, 33028
22166, 32768
22167, 33027
22168, 32768
22169, 33027
22170, 32768
22171, 33026
22172, 32768
22173, 33027
22174, 32768
22175, 33028
22176, 32768
22177, 33030
22178, 32768
22179, 33031
22180, 32768
22181, 33029
22182, 32768
22183, 33029
22184, 32768
22185, 33031
22186, 32768
22187, 33031
22188, 32768
22189, 33031
22190, 32768
22191, 33032
22192, 32768
22193, 33032
22194, 32768
22195, 33033
22196, 32768
22197, 33033
22198, 32768
22199, 33033
22200, 32768
22201, 33031
22202, 32768
22203, 33035
22204, 32768
22205, 33035
22206, 32768
22207, 33035
22208, 32768
22209, 33035
22210, 32768
22211, 33035
22212, 32768
22213, 33035
22214, 32768
22215, 33033
22216, 32768
22217, 33034
22218, 32768
22219, 33033
22220, 32768
22221, 33032
22222, 32768
22223, 33032
22224, 32768
22225, 33033
22226, 32768
22227, 33032
22228, 32768
22229, 33032
22230, 32768
22231, 33030
22232, 32768
22233, 33028
22234, 32768
22235, 33030
22236, 32768
22237, 33027
22238, 32768
22239, 33026
22240, 32768
22241, 33026
22242, 32768
22243, 33027
22244, 32768
22245, 33027
22246, 32768
22247, 33028
22248, 32768
22249, 33028
22250, 32768
22251, 33028
22252, 32768
22253, 33031
22254, 32768
22255, 33029
22256, 32768
22257, 33030
22258, 32768
22259, 33031
22260, 32768
22261, 33027
22262, 32768
22263, 33028
22264, 32768
22265, 33027
22266, 32768
22267, 33030
22268, 32768
22269, 33030
22270, 32768
22271, 33029
22272, 32768
22273, 33013
22274, 32768
22275, 33011
22276, 32768
22277, 33011
22278, 32768
22279, 33012
22280, 32768
22281, 33014
22282, 32768
22283, 33014
22284, 32768
22285, 33016
22286, 32768
22287, 33013
22288, 32768
22289, 33012
22290, 32768
22291, 33013
22292, 32768
22293, 33012
22294, 32768
22295, 33013
22296, 32768
22297, 33013
22298, 32768
22299, 33011
22300, 32768
22301, 33013
22302, 32768
22303, 33011
22304, 32768
22305, 33013
22306, 32768
22307, 33013
22308, 32768
22309, 33010
22310, 32768
22311, 33009
22312, 32768
22313, 33012
22314, 32768
22315, 33013
22316, 32768
22317, 33013
22318, 32768
22319, 33012
22320, 32768
22321, 33011
22322, 32768
22323, 33011
22324, 32768
22325, 33013
22326, 32768
22327, 33015
22328, 32768
22329, 33014
22330, 32768
22331, 33013
22332, 32768
22333, 33012
22334, 32768
22335, 33014
22336, 32768
22337, 33013
22338, 32768
22339, 33015
22340, 32768
22341, 33016
22342, 32768
22343, 33012
22344, 32768
22345, 33013
22346, 32768
22347, 33014
22348, 32768
22349, 33013
22350, 32768
22351, 33015
22352, 32768
22353, 33012
22354, 32768
22355, 33014
22356, 32768
22357, 33012
22358, 32768
22359, 33013
22360, 32768
22361, 33013
22362, 32768
22363, 33014
22364, 32768
22365, 33016
22366, 32768
22367, 33015
22368, 32768
22369, 33014
22370, 32768
22371, 33015
22372, 32768
22373, 33018
22374, 32768
22375, 33017
22376, 32768
22377, 33016
22378, 32768
22379, 33015
22380, 32768
22381, 33016
22382, 32768
22383, 33018
22384, 32768
22385, 33015
22386, 32768
22387, 33016
22388, 32768
22389, 33017
22390, 32768
22391, 33015
22392, 32768
22393, 33015
22394, 32768
22395, 33014
22396, 32768
22397, 33015
22398, 32768
22399, 33015
22400, 32768
22401, 33014
22402, 32768
22403, 33014
22404, 32768
22405, 33014
22406, 32768
22407, 33015
22408, 32768
22409, 33015
22410, 32768
22411, 33016
22412, 32768
22413, 33014
22414, 32768
22415, 33012
22416, 32768
22417, 33013
22418, 32768
22419, 33012
22420, 32768
22421, 33013
22422, 32768
22423, 33013
22424, 32768
22425, 33013
22426, 32768
22427, 33012
22428, 32768
22429, 33010
22430, 32768
22431, 33012
22432, 32768
22433, 33011
22434, 32768
22435, 33011
22436, 32768
22437, 33010
22438, 32768
22439, 33010
22440, 32768
22441, 33010
22442, 32768
22443, 33009
22444, 32768
22445, 33009
22446, 32768
22447, 33008
22448, 32768
22449, 33006
22450, 32768
22451, 33004
22452, 32768
22453, 33006
22454, 32768
22455, 33007
22456, 32768
22457, 33003
22458, 32768
22459, 33003
22460, 32768
22461, 33004
22462, 32768
22463, 33003
22464, 32768
22465, 33005
22466, 32768
22467, 33005
22468, 32768
22469, 33003
22470, 32768
22471, 33005
22472, 32768
22473, 33005
22474, 32768
22475, 33005
22476, 32768
22477, 33005
22478, 32768
22479, 33004
22480, 32768
22481, 33002
22482, 32768
22483, 33002
22484, 32768
22485, 33003
22486, 32768
22487, 33005
22488, 32768
22489, 33005
22490, 32768
22491, 33003
22492, 32768
22493, 33002
22494, 32768
22495, 33003
22496, 32768
22497, 33005
22498, 32768
22499, 33003
22500, 32768
22501, 33003
22502, 32768
22503, 33004
22504, 32768
22505, 33005
22506, 32768
22507, 33005
22508, 32768
22509, 33006
22510, 32768
22511, 33007
22512, 32768
22513, 33006
22514, 32768
22515, 33006
22516, 32768
22517, 33006
22518, 32768
22519, 33006
22520, 32768
22521, 33006
22522, 32768
22523, 33005
22524, 32768
22525, 33006
22526, 32768
22527, 33007
22528, 32768
22529, 32972
22530, 32768
22531, 32969
22532, 32768
22533, 32971
22534, 32768
22535, 32969
22536, 32768
22537, 32968
22538, 32768
22539, 32969
22540, 32768
22541, 32968
22542, 32768
22543, 32967
22544, 32768
22545, 32967
22546, 32768
22547, 32970
22548, 32768
22549, 32968
22550, 32768
22551, 32968
22552, 32768
22553, 32966
22554, 32768
22555, 32967
22556, 32768
22557, 32966
22558, 32768
22559, 32964
22560, 32768
22561, 32966
22562, 32768
22563, 32961
22564, 32768
22565, 32961
22566, 32768
22567, 32963
22568, 32768
22569, 32963
22570, 32768
22571, 32961
22572, 32768
22573, 32960
22574, 32768
22575, 32959
22576, 32768
22577, 32960
22578, 32768
22579, 32961
22580, 32768
22581, 32962
22582, 32768
22583, 32960
22584, 32768
22585, 32962
22586, 32768
22587, 32960
22588, 32768
22589, 32960
22590, 32768
22591, 32963
22592, 32768
22593, 32962
22594, 32768
22595, 32961
22596, 32768
22597, 32961
22598, 32768
22599, 32961
22600, 32768
22601, 32961
22602, 32768
22603, 32961
22604, 32768
22605, 32960
22606, 32768
22607, 32958
22608, 32768
22609, 32959
22610, 32768
22611, 32961
22612, 32768
22613, 32959
22614, 32768
22615, 32959
22616, 32768
22617, 32956
22618, 32768
22619, 32958
22620, 32768
22621, 32958
22622, 32768
22623, 32955
22624, 32768
22625, 32957
22626, 32768
22627, 32958
22628, 32768
22629, 32957
22630, 32768
22631, 32959
22632, 32768
22633, 32957
22634, 32768
22635, 32957
22636, 32768
22637, 32956
22638, 32768
22639, 32957
22640, 32768
22641, 32960
22642, 32768
22643, 32961
22644, 32768
22645, 32958
22646, 32768
22647, 32957
22648, 32768
22649, 32957
22650, 32768
22651, 32957
22652, 32768
22653, 32959
22654, 32768
22655, 32958
22656, 32768
22657, 32956
22658, 32768
22659, 32957
22660, 32768
22661, 32957
22662, 32768
22663, 32956
22664, 32768
22665, 32956
22666, 32768
22667, 32957
22668, 32768
22669, 32955
22670, 32768
22671, 32955
22672, 32768
22673, 32957
22674, 32768
22675, 32953
22676, 32768
22677, 32952
22678, 32768
22679, 32952
22680, 32768
22681, 32952
22682, 32768
22683, 32953
22684, 32768
22685, 32953
22686, 32768
22687, 32954
22688, 32768
22689, 32954
22690, 32768
22691, 32952
22692, 32768
22693, 32953
22694, 32768
22695, 32954
22696, 32768
22697, 32952
22698, 32768
22699, 32951
22700, 32768
22701, 32951
22702, 32768
22703, 32951
22704, 32768
22705, 32949
22706, 32768
22707, 32950
22708, 32768
22709, 32951
22710, 32768
22711, 32950
22712, 32768
22713, 32949
22714, 32768
22715, 32950
22716, 32768
22717, 32950
22718, 32768
22719, 32950
22720, 32768
22721, 32948
22722, 32768
22723, 32950
22724, 32768
22725, 32952
22726, 32768
22727, 32952
22728, 32768
22729, 32952
22730, 32768
22731, 32949
22732, 32768
22733, 32950
22734, 32768
22735, 32952
22736, 32768
22737, 32952
22738, 32768
22739, 32952
22740, 32768
22741, 32951
22742, 32768
22743, 32950
22744, 32768
22745, 32950
22746, 32768
22747, 32952
22748, 32768
22749, 32951
22750, 32768
22751, 32953
22752, 32768
22753, 32949
22754, 32768
22755, 32948
22756, 32768
22757, 32951
22758, 32768
22759, 32950
22760, 32768
22761, 32951
22762, 32768
22763, 32952
22764, 32768
22765, 32950
22766, 32768
22767, 32950
22768, 32768
22769, 32949
22770, 32768
22771, 32949
22772, 32768
22773, 32949
22774, 32768
22775, 32946
22776, 32768
22777, 32947
22778, 32768
22779, 32946
22780, 32768
22781, 32944
22782, 32768
22783, 32945
22784, 32768
22785, 32874
22786, 32768
22787, 32876
22788, 32768
22789, 32876
22790, 32768
22791, 32874
22792, 32768
22793, 32872
22794, 32768
22795, 32873
22796, 32768
22797, 32873
22798, 32768
22799, 32872
22800, 32768
22801, 32872
22802, 32768
22803, 32873
22804, 32768
22805, 32874
22806, 32768
22807, 32875
22808, 32768
22809, 32874
22810, 32768
22811, 32875
22812, 32768
22813, 32875
22814, 32768
22815, 32875
22816, 32768
22817, 32871
22818, 32768
22819, 32873
22820, 32768
22821, 32873
22822, 32768
22823, 32871
22824, 32768
22825, 32871
22826, 32768
22827, 32870
22828, 32768
22829, 32871
22830, 32768
22831, 32871
22832, 32768
22833, 32869
22834, 32768
22835, 32869
22836, 32768
22837, 32869
22838, 32768
22839, 32868
22840, 32768
22841, 32867
22842, 32768
22843, 32865
22844, 32768
22845, 32869
22846, 32768
22847, 32867
22848, 32768
22849, 32867
22850, 32768
22851, 32869
22852, 32768
22853, 32868
22854, 32768
22855, 32868
22856, 32768
22857, 32868
22858, 32768
22859, 32872
22860, 32768
22861, 32870
22862, 32768
22863, 32871
22864, 32768
22865, 32870
22866, 32768
22867, 32869
22868, 32768
22869, 32871
22870, 32768
22871, 32868
22872, 32768
22873, 32868
22874, 32768
22875, 32870
22876, 32768
22877, 32868
22878, 32768
22879, 32868
22880, 32768
22881, 32867
22882, 32768
22883, 32868
22884, 32768
22885, 32868
22886, 32768
22887, 32866
22888, 32768
22889, 32868
22890, 32768
22891, 32866
22892, 32768
22893, 32866
22894, 32768
22895, 32865
22896, 32768
22897, 32867
22898, 32768
22899, 32867
22900, 32768
22901, 32868
22902, 32768
22903, 32867
22904, 32768
22905, 32867
22906, 32768
22907, 32866
22908, 32768
22909, 32864
22910, 32768
22911, 32865
22912, 32768
22913, 32864
22914, 32768
22915, 32862
22916, 32768
22917, 32863
22918, 32768
22919, 32862
22920, 32768
22921, 32861
22922, 32768
22923, 32861
22924, 32768
22925, 32859
22926, 32768
22927, 32862
22928, 32768
22929, 32861
22930, 32768
22931, 32858
22932, 32768
22933, 32859
22934, 32768
22935, 32857
22936, 32768
22937, 32856
22938, 32768
22939, 32857
22940, 32768
22941, 32859
22942, 32768
22943, 32858
22944, 32768
22945, 32859
22946, 32768
22947, 32857
22948, 32768
22949, 32856
22950, 32768
22951, 32858
22952, 32768
22953, 32858
22954, 32768
22955, 32857
22956, 32768
22957, 32857
22958, 32768
22959, 32855
22960, 32768
22961, 32857
22962, 32768
22963, 32856
22964, 32768
22965, 32855
22966, 32768
22967, 32855
22968, 32768
22969, 32857
22970, 32768
22971, 32856
22972, 32768
22973, 32856
22974, 32768
22975, 32855
22976, 32768
22977, 32854
22978, 32768
22979, 32855
22980, 32768
22981, 32855
22982, 32768
22983, 32857
22984, 32768
22985, 32856
22986, 32768
22987, 32856
22988, 32768
22989, 32856
22990, 32768
22991, 32856
22992, 32768
22993, 32858
22994, 32768
22995, 32858
22996, 32768
22997, 32856
22998, 32768
22999, 32857
23000, 32768
23001, 32856
23002, 32768
23003, 32856
23004, 32768
23005, 32858
23006, 32768
23007, 32855
23008, 32768
23009, 32854
23010, 32768
23011, 32854
23012, 32768
23013, 32854
23014, 32768
23015, 32855
23016, 32768
23017, 32855
23018, 32768
23019, 32855
23020, 32768
23021, 32855
23022, 32768
23023, 32852
23024, 32768
23025, 32853
23026, 32768
23027, 32854
23028, 32768
23029, 32855
23030, 32768
23031, 32856
23032, 32768
23033, 32854
23034, 32768
23035, 32855
23036, 32768
23037, 32852
23038, 32768
23039, 32851
23040, 32768
23041, 32772
23042, 32768
23043, 32770
23044, 32768
23045, 32770
23046, 32768
23047, 32771
23048, 32768
23049, 32769
23050, 32768
23051, 32772
23052, 32768
23053, 32771
23054, 32768
23055, 32769
23056, 32768
23057, 32770
23058, 32768
23059, 32771
23060, 32768
23061, 32773
23062, 32768
23063, 32772
23064, 32768
23065, 32773
23066, 32768
23067, 32771
23068, 32768
23069, 32773
23070, 32768
23071, 32773
23072, 32768
23073, 32773
23074, 32768
23075, 32772
23076, 32768
23077, 32773
23078, 32768
23079, 32773
23080, 32768
23081, 32774
23082, 32768
23083, 32776
23084, 32768
23085, 32777
23086, 32768
23087, 32774
23088, 32768
23089, 32775
23090, 32768
23091, 32775
23092, 32768
23093, 32774
23094, 32768
23095, 32776
23096, 32768
23097, 32773
23098, 32768
23099, 32775
23100, 32768
23101, 32777
23102, 32768
23103, 32772
23104, 32768
23105, 32774
23106, 32768
23107, 32775
23108, 32768
23109, 32775
23110, 32768
23111, 32774
23112, 32768
23113, 32773
23114, 32768
23115, 32772
23116, 32768
23117, 32771
23118, 32768
23119, 32768
23120, 32768
23121, 32769
23122, 32768
23123, 32768
23124, 32768
23125, 32767
23126, 32768
23127, 32768
23128, 32768
23129, 32767
23130, 32768
23131, 32766
23132, 32768
23133, 32766
23134, 32768
23135, 32765
23136, 32768
23137, 32765
23138, 32768
23139, 32766
23140, 32768
23141, 32764
23142, 32768
23143, 32761
23144, 32768
23145, 32761
23146, 32768
23147, 32759
23148, 32768
23149, 32759
23150, 32768
23151, 32759
23152, 32768
23153, 32759
23154, 32768
23155, 32756
23156, 32768
23157, 32757
23158, 32768
23159, 32758
23160, 32768
23161, 32759
23162, 32768
23163, 32757
23164, 32768
23165, 32756
23166, 32768
23167, 32756
23168, 32768
23169, 32757
23170, 32768
23171, 32756
23172, 32768
23173, 32754
23174, 32768
23175, 32756
23176, 32768
23177, 32755
23178, 32768
23179, 32754
23180, 32768
23181, 32753
23182, 32768
23183, 32752
23184, 32768
23185, 32751
23186, 32768
23187, 32751
23188, 32768
23189, 32750
23190, 32768
23191, 32750
23192, 32768
23193, 32751
23194, 32768
23195, 32750
23196, 32768
23197, 32751
23198, 32768
23199, 32751
23200, 32768
23201, 32751
23202, 32768
23203, 32752
23204, 32768
23205, 32751
23206, 32768
23207, 32753
23208, 32768
23209, 32753
23210, 32768
23211, 32753
23212, 32768
23213, 32755
23214, 32768
23215, 32754
23216, 32768
23217, 32756
23218, 32768
23219, 32752
23220, 32768
23221, 32754
23222, 32768
23223, 32754
23224, 32768
23225, 32752
23226, 32768
23227, 32755
23228, 32768
23229, 32753
23230, 32768
23231, 32754
23232, 32768
23233, 32753
23234, 32768
23235, 32752
23236, 32768
23237, 32753
23238, 32768
23239, 32751
23240, 32768
23241, 32755
23242, 32768
23243, 32752
23244, 32768
23245, 32753
23246, 32768
23247, 32752
23248, 32768
23249, 32753
23250, 32768
23251, 32754
23252, 32768
23253, 32751
23254, 32768
23255, 32751
23256, 32768
23257, 32754
23258, 32768
23259, 32756
23260, 32768
23261, 32754
23262, 32768
23263, 32755
23264, 32768
23265, 32754
23266, 32768
23267, 32756
23268, 32768
23269, 32756
23270, 32768
23271, 32757
23272, 32768
23273, 32756
23274, 32768
23275, 32756
23276, 32768
23277, 32757
23278, 32768
23279, 32755
23280, 32768
23281, 32756
23282, 32768
23283, 32757
23284, 32768
23285, 32757
23286, 32768
23287, 32753
23288, 32768
23289, 32756
23290, 32768
23291, 32757
23292, 32768
23293, 32755
23294, 32768
23295, 32755
23296, 32768
23297, 32687
23298, 32768
23299, 32686
23300, 32768
23301, 32685
23302, 32768
23303, 32684
23304, 32768
23305, 32684
23306, 32768
23307, 32685
23308, 32768
23309, 32684
23310, 32768
23311, 32681
23312, 32768
23313, 32684
23314, 32768
23315, 32683
23316, 32768
23317, 32684
23318, 32768
23319, 32687
23320, 32768
23321, 32686
23322, 32768
23323, 32687
23324, 32768
23325, 32686
23326, 32768
23327, 32688
23328, 32768
23329, 32689
23330, 32768
23331, 32689
23332, 32768
23333, 32689
23334, 32768
23335, 32690
23336, 32768
23337, 32690
23338, 32768
23339, 32689
23340, 32768
23341, 32689
23342, 32768
23343, 32690
23344, 32768
23345, 32689
23346, 32768
23347, 32688
23348, 32768
23349, 32686
23350, 32768
23351, 32685
23352, 32768
23353, 32688
23354, 32768
23355, 32688
23356, 32768
23357, 32688
23358, 32768
23359, 32688
23360, 32768
23361, 32688
23362, 32768
23363, 32687
23364, 32768
23365, 32688
23366, 32768
23367, 32688
23368, 32768
23369, 32688
23370, 32768
23371, 32689
23372, 32768
23373, 32688
23374, 32768
23375, 32687
23376, 32768
23377, 32687
23378, 32768
23379, 32687
23380, 32768
23381, 32686
23382, 32768
23383, 32686
23384, 32768
23385, 32685
23386, 32768
23387, 32684
23388, 32768
23389, 32688
23390, 32768
23391, 32687
23392, 32768
23393, 32686
23394, 32768
23395, 32684
23396, 32768
23397, 32682
23398, 32768
23399, 32683
23400, 32768
23401, 32680
23402, 32768
23403, 32679
23404, 32768
23405, 32680
23406, 32768
23407, 32680
23408, 32768
23409, 32678
23410, 32768
23411, 32679
23412, 32768
23413, 32678
23414, 32768
23415, 32678
23416, 32768
23417, 32677
23418, 32768
23419, 32677
23420, 32768
23421, 32676
23422, 32768
23423, 32676
23424, 32768
23425, 32676
23426, 32768
23427, 32676
23428, 32768
23429, 32677
23430, 32768
23431, 32676
23432, 32768
23433, 32679
23434, 32768
23435, 32677
23436, 32768
23437, 32674
23438, 32768
23439, 32675
23440, 32768
23441, 32673
23442, 32768
23443, 32673
23444, 32768
23445, 32672
23446, 32768
23447, 32670
23448, 32768
23449, 32670
23450, 32768
23451, 32670
23452, 32768
23453, 32672
23454, 32768
23455, 32672
23456, 32768
23457, 32671
23458, 32768
23459, 32671
23460, 32768
23461, 32671
23462, 32768
23463, 32669
23464, 32768
23465, 32668
23466, 32768
23467, 32669
23468, 32768
23469, 32667
23470, 32768
23471, 32668
23472, 32768
23473, 32670
23474, 32768
23475, 32667
23476, 32768
23477, 32668
23478, 32768
23479, 32670
23480, 32768
23481, 32667
23482, 32768
23483, 32667
23484, 32768
23485, 32669
23486, 32768
23487, 32667
23488, 32768
23489, 32669
23490, 32768
23491, 32668
23492, 32768
23493, 32668
23494, 32768
23495, 32668
23496, 32768
23497, 32668
23498, 32768
23499, 32670
23500, 32768
23501, 32669
23502, 32768
23503, 32668
23504, 32768
23505, 32668
23506, 32768
23507, 32671
23508, 32768
23509, 32672
23510, 32768
23511, 32672
23512, 32768
23513, 32672
23514, 32768
23515, 32671
23516, 32768
23517, 32671
23518, 32768
23519, 32671
23520, 32768
23521, 32672
23522, 32768
23523, 32674
23524, 32768
23525, 32673
23526, 32768
23527, 32674
23528, 32768
23529, 32674
23530, 32768
23531, 32674
23532, 32768
23533, 32677
23534, 32768
23535, 32675
23536, 32768
23537, 32675
23538, 32768
23539, 32676
23540, 32768
23541, 32677
23542, 32768
23543, 32677
23544, 32768
23545, 32676
23546, 32768
23547, 32674
23548, 32768
23549, 32676
23550, 32768
23551, 32677
23552, 32768
23553, 32640
23554, 32768
23555, 32638
23556, 32768
23557, 32636
23558, 32768
23559, 32635
23560, 32768
23561, 32636
23562, 32768
23563, 32635
23564, 32768
23565, 32633
23566, 32768
23567, 32635
23568, 32768
23569, 32635
23570, 32768
23571, 32637
23572, 32768
23573, 32634
23574, 32768
23575, 32634
23576, 32768
23577, 32635
23578, 32768
23579, 32634
23580, 32768
23581, 32636
23582, 32768
23583, 32636
23584, 32768
23585, 32634
23586, 32768
23587, 32633
23588, 32768
23589, 32633
23590, 32768
23591, 32632
23592, 32768
23593, 32633
23594, 32768
23595, 32633
23596, 32768
23597, 32633
23598, 32768
23599, 32635
23600, 32768
23601, 32634
23602, 32768
23603, 32631
23604, 32768
23605, 32631
23606, 32768
23607, 32628
23608, 32768
23609, 32627
23610, 32768
